frame,processing_time_ms,vehicle_count,avg_speed,congestion
0,170.37057876586914,0,0.0,False
1,66.24913215637207,0,0.0,False
2,55.379390716552734,0,0.0,False
3,78.85193824768066,0,0.0,False
4,75.00600814819336,0,0.0,False
5,74.59235191345215,24,0.0,False
6,64.53323364257812,21,0.0,False
7,66.52069091796875,15,0.0,False
8,72.72815704345703,11,128.80371353115572,False
9,64.03303146362305,12,94.85256633983704,False
10,81.71749114990234,20,61.074616341980594,False
11,86.11202239990234,22,70.87422189671908,False
12,86.14587783813477,19,75.5650818918819,False
13,86.24100685119629,11,62.481295753320296,False
14,80.60407638549805,11,43.7611811852449,False
15,86.29655838012695,10,62.89566994199936,False
16,93.52326393127441,14,55.070817196482615,False
17,82.11278915405273,14,47.606809792976016,False
18,85.60633659362793,13,53.080388269478206,False
19,59.0815544128418,17,55.47837127360323,False
20,60.658931732177734,15,48.37685059177838,False
21,78.59611511230469,19,42.75678934676528,False
22,82.9613208770752,20,45.568302895043765,False
23,73.10175895690918,20,35.675013188185844,False
24,86.93933486938477,22,38.26811057245619,False
25,82.33094215393066,22,33.680660495873575,False
26,93.69301795959473,22,29.45128539318257,False
27,90.10553359985352,18,32.4582060186055,False
28,87.2042179107666,17,27.79187252938574,False
29,88.37723731994629,15,21.82649205663764,False
30,90.82436561584473,14,29.486479509970614,False
31,89.68067169189453,16,29.622909268225367,False
32,81.9852352142334,19,35.07673550723807,False
33,61.168670654296875,19,40.59051724677858,False
34,71.64192199707031,18,37.917249680659666,False
35,86.05289459228516,19,39.19543932515687,False
36,80.80577850341797,16,38.04773309053711,False
37,71.24853134155273,16,19.50892242541219,False
38,85.3419303894043,16,18.362734085695127,False
39,94.81525421142578,19,27.401317164839615,False
40,92.48971939086914,14,23.509859276638363,False
41,94.8646068572998,20,44.27506520400722,False
42,96.19951248168945,18,40.26972665281029,False
43,96.86923027038574,20,36.53668724255043,False
44,66.33472442626953,20,37.18092827984767,False
45,60.608625411987305,20,36.200716129797016,False
46,68.10593605041504,20,31.20311683264933,False
47,78.30500602722168,18,28.10927986598246,False
48,74.95760917663574,19,32.01710016744166,False
49,85.6332778930664,17,23.501159592664038,False
50,69.78678703308105,19,21.30322368815392,False
51,76.77483558654785,20,31.348605693732367,False
