frame,processing_time_ms,vehicle_count,avg_speed,congestion
0,165.55142402648926,0,0.0,False
1,75.40297508239746,0,0.0,False
2,65.6425952911377,0,0.0,False
3,72.4799633026123,0,0.0,False
4,76.62487030029297,0,0.0,False
5,59.253692626953125,19,0.0,False
6,79.62584495544434,30,0.0,False
7,63.52949142456055,9,0.0,False
8,51.38897895812988,8,110.78541004210757,False
9,57.94644355773926,5,77.719348318973,False
10,67.0168399810791,13,76.5668082891343,False
11,77.18777656555176,10,49.72863170664153,False
12,76.89285278320312,11,32.36291039297997,False
13,77.20041275024414,5,16.988997162130996,False
14,77.86893844604492,6,34.31881892118001,False
15,77.2712230682373,6,31.153493906107297,False
16,83.13536643981934,10,43.0537218306136,False
17,79.86187934875488,9,46.22157070316562,False
18,75.16121864318848,10,26.340905585959394,False
19,87.7218246459961,5,134.95785923738816,False
20,87.10598945617676,12,63.98622470000223,False
21,63.64274024963379,12,60.68045257886027,False
22,51.25832557678223,14,60.650770829580814,False
23,74.70870018005371,13,46.039976940117555,False
24,56.21457099914551,11,29.978451835946952,False
25,60.77098846435547,12,28.807317459591935,False
26,49.22056198120117,11,16.942103737025715,False
27,63.72809410095215,11,24.68460179798607,False
28,58.255910873413086,13,23.735378811304543,False
29,49.67784881591797,11,28.40594376521353,False
30,70.45841217041016,10,27.58579025019472,False
31,72.55792617797852,10,33.53673424817481,False
32,60.211181640625,11,32.58715584398192,False
33,50.32753944396973,11,29.906702981736863,False
34,66.98966026306152,8,28.858248386817618,False
35,72.90840148925781,7,28.417260046036976,False
36,88.02342414855957,7,26.43536140365295,False
37,68.5422420501709,6,30.361920505205095,False
38,61.3093376159668,7,25.933266630232943,False
39,78.96089553833008,13,30.505492725129262,False
40,81.73418045043945,14,36.318721946341526,False
41,81.30264282226562,14,39.40249526642104,False
42,80.76953887939453,17,54.76314272334054,False
43,83.13846588134766,17,35.57335385244106,False
44,83.06455612182617,15,47.512473348250644,False
45,89.96033668518066,16,56.827517415555505,False
46,94.43330764770508,16,46.706432384284355,False
47,83.30869674682617,15,27.04772217264376,False
