frame,processing_time_ms,vehicle_count,avg_speed,congestion
0,120.57042121887207,0,0.0,False
1,68.49527359008789,0,0.0,False
2,65.460205078125,0,0.0,False
3,55.80639839172363,0,0.0,False
4,49.05128479003906,0,0.0,False
5,59.134721755981445,10,0.0,False
6,84.37538146972656,8,0.0,False
7,71.82574272155762,6,0.0,False
8,73.09198379516602,6,139.75000980581643,False
9,70.66106796264648,9,118.71352403979759,False
10,60.143232345581055,10,84.16125562454131,False
11,65.65690040588379,11,70.81647232180786,False
12,66.51782989501953,12,87.07653587961322,False
13,69.1978931427002,5,109.34422220822769,False
14,75.4692554473877,6,93.42613391181153,False
15,69.36216354370117,8,55.95791418738607,False
16,87.91375160217285,9,63.135846871183105,False
17,85.66737174987793,12,62.70302756602403,False
18,74.80812072753906,13,80.51656002317145,False
19,77.19063758850098,12,81.87470116350772,False
20,89.92624282836914,8,92.45230005080724,False
21,77.2707462310791,9,83.76633414204609,False
22,71.69628143310547,10,66.39156458169953,False
23,70.06692886352539,9,74.08732174367498,False
24,81.10642433166504,9,70.76308108149561,False
25,66.70618057250977,8,56.27125723613426,False
26,93.9486026763916,11,59.1222940244045,False
27,85.73627471923828,5,40.553468805721415,False
28,81.51578903198242,9,48.316249987601466,False
29,116.79339408874512,11,57.813910923381236,False
30,74.85485076904297,8,50.444298275252436,False
31,62.78228759765625,9,44.19293338976968,False
32,73.34208488464355,5,41.75318287037255,False
33,73.92549514770508,5,53.657940132794785,False
34,70.59884071350098,6,52.059455150575836,False
35,59.23128128051758,6,43.25929154602495,False
36,57.56974220275879,8,44.3875491806921,False
37,80.99532127380371,10,52.69232436848481,False
38,65.53125381469727,11,33.96999853069527,False
39,68.8016414642334,9,43.17048572485145,False
40,77.94022560119629,9,43.78883278970351,False
41,74.32436943054199,11,71.71489287477831,False
42,83.44817161560059,15,61.2649022611794,False
43,86.38954162597656,19,57.62921293238033,False
44,77.67271995544434,14,46.334480937940455,False
45,81.29525184631348,14,41.12397617201418,False
46,84.05876159667969,11,40.01178366203031,False
47,89.53261375427246,12,67.87647501794913,False
48,69.91052627563477,13,60.63081925608771,False
49,58.76326560974121,17,72.72333818742736,False
50,69.84186172485352,16,72.50370054759495,False
51,66.58005714416504,15,62.52449094342893,False
52,73.41766357421875,15,58.237405032352996,False
