frame,processing_time_ms,vehicle_count,avg_speed,congestion
0,89.66469764709473,0,0.0,False
1,64.76497650146484,0,0.0,False
2,61.83362007141113,0,0.0,False
3,62.00289726257324,0,0.0,False
4,64.6965503692627,0,0.0,False
5,53.82585525512695,2,0.0,False
6,53.44676971435547,1,0.0,False
7,63.40909004211426,1,0.0,False
8,74.19753074645996,1,0.0,False
9,65.69218635559082,2,18.166906329322305,False
10,51.73897743225098,5,16.158317030623465,False
11,68.83597373962402,7,14.98858023192462,False
12,71.88844680786133,4,15.134622476973036,False
13,65.15789031982422,3,0.0,False
14,75.25134086608887,5,87.02074746271542,False
15,82.41057395935059,3,94.87069626731834,False
16,66.64824485778809,4,42.790393572784396,False
17,69.43178176879883,6,46.87397484931009,False
18,100.66461563110352,4,68.81876912628685,False
19,72.98994064331055,3,40.0057805370909,False
20,54.3217658996582,3,14.368937355270972,False
21,53.249359130859375,5,74.1836565525094,False
22,69.51069831848145,7,62.08734116184923,False
23,60.06765365600586,9,51.202921250052135,False
24,62.09158897399902,7,33.18347170112162,False
25,47.991275787353516,6,21.31266587088778,False
26,61.437129974365234,6,50.64577530264733,False
27,65.04178047180176,6,58.6472883427573,False
28,70.64056396484375,7,71.43900786859592,False
29,63.06886672973633,5,81.77042458561843,False
30,69.08059120178223,6,59.70183005416309,False
31,67.4130916595459,6,49.75761560757102,False
32,70.34707069396973,4,51.36628353764438,False
33,63.10677528381348,4,48.56268103914117,False
34,56.040048599243164,4,46.1944351787139,False
35,53.893089294433594,5,43.80978571642174,False
36,63.080787658691406,4,42.69906709001623,False
37,72.37505912780762,5,41.17571708333383,False
38,90.25812149047852,5,38.348525779695535,False
39,77.50129699707031,9,53.06954525262745,False
40,48.548221588134766,7,31.357954688291624,False
41,42.98996925354004,7,27.47952349650469,False
42,45.094966888427734,8,46.631569970648485,False
43,44.19422149658203,6,44.059256477912015,False
44,50.870418548583984,4,57.46372579260624,False
45,65.96612930297852,7,44.645068584893906,False
46,67.52133369445801,7,41.67045377103478,False
47,76.83968544006348,5,45.569876914356875,False
48,66.19477272033691,7,35.93526154164851,False
49,61.18154525756836,7,43.74743532051249,False
50,53.68757247924805,6,48.12821989338292,False
51,60.379981994628906,7,42.068193304337335,False
