frame,processing_time_ms,vehicle_count,avg_speed,congestion
0,226.9725799560547,0,0.0,False
1,68.52412223815918,0,0.0,False
2,59.880971908569336,0,0.0,False
3,56.57672882080078,0,0.0,False
4,59.74984169006348,0,0.0,False
5,59.42940711975098,2,0.0,False
6,56.618452072143555,1,0.0,False
7,53.72023582458496,1,0.0,False
8,61.07211112976074,1,0.0,False
9,74.50175285339355,2,18.166906329322305,False
10,65.52767753601074,5,16.158317030623465,False
11,62.11686134338379,7,14.98858023192462,False
12,60.65988540649414,4,15.134622476973036,False
13,55.61518669128418,3,0.0,False
14,68.15552711486816,5,87.02074746271542,False
15,67.04998016357422,3,94.87069626731834,False
16,69.72098350524902,4,42.790393572784396,False
17,66.81466102600098,6,46.87397484931009,False
18,62.76106834411621,4,68.81876912628685,False
19,50.10819435119629,3,40.0057805370909,False
20,60.60481071472168,3,14.368937355270972,False
21,57.205915451049805,5,74.1836565525094,False
22,63.834428787231445,7,62.08734116184923,False
23,64.73445892333984,9,51.202921250052135,False
24,56.850433349609375,7,33.18347170112162,False
25,65.52481651306152,6,21.31266587088778,False
26,68.40682029724121,6,50.64577530264733,False
27,66.81203842163086,6,58.6472883427573,False
28,66.68949127197266,7,71.43900786859592,False
29,52.98972129821777,5,81.77042458561843,False
30,60.392141342163086,6,59.70183005416309,False
31,65.59157371520996,6,49.75761560757102,False
32,43.21718215942383,4,51.36628353764438,False
33,61.80858612060547,4,48.56268103914117,False
34,63.81940841674805,4,46.1944351787139,False
35,63.912391662597656,5,43.80978571642174,False
36,54.856061935424805,4,42.69906709001623,False
37,58.48336219787598,5,41.17571708333383,False
38,50.755977630615234,5,38.348525779695535,False
39,63.95578384399414,9,53.06954525262745,False
40,50.6594181060791,7,31.357954688291624,False
41,42.014360427856445,7,27.47952349650469,False
42,42.494773864746094,8,46.631569970648485,False
43,42.84262657165527,6,44.059256477912015,False
44,57.99102783203125,4,57.46372579260624,False
45,74.5856761932373,7,44.645068584893906,False
46,71.11167907714844,7,41.67045377103478,False
47,71.34151458740234,5,45.569876914356875,False
48,78.22203636169434,7,35.93526154164851,False
49,63.402414321899414,7,43.74743532051249,False
50,77.35919952392578,6,48.12821989338292,False
51,75.01387596130371,7,42.068193304337335,False
