frame,processing_time_ms,vehicle_count,avg_speed,congestion
0,258.1336498260498,0,0.0,False
1,69.47708129882812,0,0.0,False
2,64.90302085876465,0,0.0,False
3,53.12037467956543,0,0.0,False
4,45.51386833190918,0,0.0,False
5,44.14105415344238,9,0.0,False
6,45.77970504760742,5,0.0,False
7,58.61926078796387,5,0.0,False
8,48.91085624694824,2,0.0,False
9,47.51873016357422,1,52.95020018329377,False
10,75.71196556091309,5,48.16031966947175,False
11,65.06490707397461,6,47.33884722833461,False
12,80.62386512756348,6,67.74485146151999,False
13,72.42870330810547,6,119.02153790733738,False
14,74.71275329589844,9,90.76756828044019,False
15,76.29156112670898,9,110.822819050926,False
16,79.82277870178223,8,67.15167820426153,False
17,55.368661880493164,9,64.40553178153554,False
18,80.69801330566406,13,60.23482396606685,False
19,80.11388778686523,13,44.043486078917965,False
20,73.69637489318848,11,56.70277700152231,False
21,82.4286937713623,13,55.686200575378095,False
22,84.3505859375,15,76.45944794256353,False
23,90.51394462585449,11,73.0564272965161,False
24,82.32474327087402,17,79.15519237704693,False
25,79.07223701477051,9,75.60769480935319,False
26,84.0604305267334,11,71.99393486817877,False
27,84.3505859375,10,70.5064560539763,False
28,82.77034759521484,8,55.14969742053925,False
29,75.92487335205078,9,72.57848965119608,False
30,60.47677993774414,10,68.10447944145582,False
31,82.11588859558105,8,58.66508194019764,False
32,84.86390113830566,12,81.66985368544127,False
33,82.50832557678223,10,75.48006126652876,False
34,82.66949653625488,12,76.14853374890788,False
35,78.88126373291016,9,59.26977107050284,False
36,77.85534858703613,8,73.28625362600579,False
37,73.75597953796387,8,68.7635033378467,False
38,82.2136402130127,8,86.63358095883238,False
39,81.68411254882812,8,66.23842409650527,False
40,87.65530586242676,9,60.28037501817391,False
41,87.1725082397461,9,49.819290276589285,False
42,84.27309989929199,10,46.97133838707211,False
43,51.68938636779785,11,54.642217518240585,False
44,75.7591724395752,11,56.703432496779584,False
45,80.96575736999512,9,46.67479189201455,False
46,76.61890983581543,9,57.08635792146782,False
47,76.62773132324219,10,47.76175679697049,False
48,61.89393997192383,11,52.327287305819944,False
49,69.29636001586914,10,51.48207133789685,False
50,74.76282119750977,12,65.31616192589613,False
51,76.29585266113281,14,48.33553297484841,False
