frame,processing_time_ms,vehicle_count,avg_speed,congestion
0,131.26826286315918,0,0.0,False
1,36.77177429199219,0,0.0,False
2,50.669193267822266,0,0.0,False
3,55.00030517578125,0,0.0,False
4,56.95652961730957,0,0.0,False
5,50.392866134643555,16,0.0,False
6,69.4279670715332,15,0.0,False
7,67.44217872619629,17,0.0,False
8,76.9052505493164,11,106.8390304003717,False
9,66.9708251953125,10,79.7389144085023,False
10,72.24321365356445,19,70.37193479156007,False
11,79.72884178161621,14,64.82201926344989,False
12,80.39546012878418,9,52.55577945048902,False
13,83.56070518493652,8,71.12085799347278,False
14,73.91023635864258,6,48.170906907386154,False
15,82.19003677368164,9,47.38451481479947,False
16,86.37738227844238,13,68.00897184729423,False
17,73.94623756408691,12,53.09218280677377,False
18,76.73788070678711,10,62.22601086726315,False
19,78.3545970916748,11,46.90213278870406,False
20,85.10065078735352,11,39.033690747348736,False
21,75.49214363098145,14,36.02241807196343,False
22,75.42657852172852,13,43.43108285360449,False
23,82.41391181945801,15,40.89356993725905,False
24,83.96673202514648,15,53.5614767024907,False
25,84.92588996887207,17,53.53487649221485,False
26,70.8165168762207,17,60.93652899014259,False
27,91.06826782226562,16,41.632372189127835,False
28,87.09716796875,17,36.564249156527424,False
29,87.63647079467773,18,41.89470503507653,False
30,73.33493232727051,18,42.780524744604556,False
31,103.44934463500977,18,41.85019666482865,False
32,86.99846267700195,16,31.89060524902748,False
33,82.36098289489746,17,29.62592360777001,False
34,64.70465660095215,14,25.261183105715872,False
35,67.02256202697754,16,36.81475323551277,False
36,72.6008415222168,14,24.038348908819426,False
37,54.37111854553223,16,30.733046209435248,False
38,83.65273475646973,16,24.973892332352364,False
39,76.15494728088379,15,25.21100585070289,False
40,55.0081729888916,17,22.982310478388396,False
41,70.04833221435547,21,25.948905567972037,False
42,83.08720588684082,16,21.050040783039464,False
43,85.4349136352539,19,46.011397047751515,False
44,85.39080619812012,14,44.24440198654701,False
45,83.43791961669922,16,34.38770832244736,False
46,82.48758316040039,17,41.18064951929687,False
47,83.97507667541504,17,33.634577225885955,False
48,74.72109794616699,17,35.99086491915904,False
49,80.90782165527344,14,37.18015543257151,False
50,78.95326614379883,14,36.401972920285964,False
51,85.36124229431152,17,31.12171538892453,False
52,81.4676284790039,14,24.3202011716148,False
