frame,processing_time_ms,vehicle_count,avg_speed,congestion
0,102.60415077209473,0,0.0,False
1,64.9099349975586,0,0.0,False
2,53.83014678955078,0,0.0,False
3,57.78145790100098,0,0.0,False
4,64.87393379211426,0,0.0,False
5,64.52202796936035,4,0.0,False
6,61.66481971740723,8,0.0,False
7,56.94842338562012,5,0.0,False
8,66.60175323486328,5,0.0,False
9,68.40991973876953,7,0.0,False
10,61.94472312927246,8,0.0,False
11,67.67654418945312,12,113.09276839175662,False
12,75.49548149108887,10,93.04743688928022,False
13,57.988643646240234,7,136.5026443597192,False
14,51.258087158203125,13,84.01956733217756,False
15,65.45138359069824,14,91.79403320527598,False
16,53.71356010437012,14,83.85789427718001,False
17,54.38709259033203,11,110.01417573570416,False
18,47.32346534729004,9,94.53980603842399,False
19,55.162668228149414,11,85.91913872055251,False
20,49.26466941833496,12,84.39977957763661,False
21,48.0654239654541,10,73.7818932536838,False
22,55.017709732055664,11,65.92211136943283,False
23,59.096336364746094,8,66.12508172135036,False
24,53.758859634399414,7,56.250156796169975,False
25,52.37412452697754,7,66.87943218852469,False
26,46.02408409118652,9,67.01768084545867,False
27,58.46810340881348,7,52.56532732671382,False
28,45.964717864990234,6,55.46696788655762,False
29,53.87449264526367,9,71.34545064151091,False
30,55.32050132751465,8,60.13162725595871,False
31,57.805776596069336,9,59.90877327605012,False
32,57.99722671508789,9,63.77299656834823,False
33,59.15665626525879,10,62.717952736976315,False
34,59.781551361083984,13,64.62996692429994,False
35,48.29287528991699,13,69.44310353929801,False
36,55.028438568115234,11,53.8572292035797,False
37,52.22511291503906,9,51.2527559987115,False
38,52.027225494384766,11,48.5926415815365,False
39,47.92428016662598,10,46.80341811846942,False
40,48.26807975769043,9,46.596497306979934,False
41,47.43671417236328,9,40.637547123152444,False
42,47.10030555725098,8,45.39647380008089,False
43,52.65307426452637,9,51.77952225462433,False
44,47.708749771118164,9,54.85791124699095,False
45,46.51498794555664,9,49.98315143551007,False
46,46.68092727661133,8,51.66024719832157,False
47,46.82755470275879,6,36.07099918578662,False
48,46.86117172241211,7,39.82115103364024,False
49,45.83168029785156,6,41.7538106177827,False
50,45.755624771118164,6,44.79715966811562,False
51,45.98641395568848,7,57.44726601862083,False
52,49.67093467712402,7,61.48042020311144,False
